,PINCP_DECILE,count_target,count_deidentified
0,-1,4247,4264
1,9,3308,3313
2,0,3121,3114
3,2,2301,2291
4,8,2295,2304
5,3,2062,2054
6,4,2046,2041
7,7,2012,2004
8,5,1980,1975
9,1,1951,1976
10,6,1930,1917
