,PINCP,count_target,count_deidentified
0,-1,1120,1195
1,0,578,576
2,10,387,409
3,4,354,372
4,13,353,385
5,15,348,424
6,8,345,341
7,2,328,335
8,7,328,386
9,19,327,330
10,6,326,317
11,12,326,344
12,17,326,339
13,16,325,326
14,18,325,356
15,3,323,347
16,5,298,287
17,9,295,308
18,14,276,290
19,11,273,253
20,1,73,80
