,PINCP_DECILE,count_target,count_deidentified
0,-1,1120,661.0
1,9,869,350.0
2,8,782,177.0
3,7,733,207.0
4,6,678,83.0
5,4,593,0.0
6,0,591,169.0
7,1,591,219.0
8,2,570,60.0
9,3,557,67.0
10,5,550,108.0
