,NPF,count_target,count_deidentified
0,2,2568,2529
1,3,1685,1836
2,4,1645,1684
3,-1,1273,1213
4,5,1156,1131
5,6,569,513
6,7,275,277
7,8,81,66
8,13,13,11
9,11,11,16
