,PINCP,count_target,count_deidentified
0,-1,1682,1636
1,1,978,952
2,19,398,335
3,7,392,439
4,12,388,415
5,4,388,348
6,5,388,426
7,15,387,396
8,17,386,418
9,11,385,381
10,8,380,391
11,9,375,387
12,10,374,382
13,14,373,367
14,13,371,383
15,16,371,374
16,3,369,361
17,6,366,397
18,18,365,354
19,2,148,129
20,0,12,5
