,WGTP,count_target,count_deidentified
0,7,541,593
1,12,487,522
2,11,483,479
3,4,479,410
4,0,475,453
5,5,472,631
6,9,472,491
7,2,468,420
8,18,467,529
9,17,467,466
10,19,463,417
11,16,462,361
12,13,459,484
13,1,458,522
14,14,458,409
15,6,451,375
16,15,449,428
17,8,434,392
18,10,424,461
19,3,407,433
