,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,-1.887379141862766e-15,0.040314242702757234,-0.09237754312428403,0.11788605072966497,-0.057561491486027946,0.15515537349127373,-0.36010085525248614,-0.323511965991667,-0.08730367191348222,0.14321803242704464
SEX,0.040314242702757234,0.0,0.008832629364292724,0.018493833790595392,-0.03028930659426981,-0.02997267076774475,-0.007750313882088758,0.1974501824353605,0.11792344793447573,-0.006319137482049417
MSP,-0.09237754312428403,0.008832629364292724,0.0,-0.014868374428603033,-0.09258811436463568,0.016185396853654263,-0.0011587826446143312,-0.004437800161963518,0.013480796194085737,0.08816852034036371
RAC1P,0.11788605072966497,0.018493833790595392,-0.014868374428603033,0.0,0.004610099145243195,-0.01999953428760299,0.08521135552605436,0.08608989931447494,0.019713807200664964,-0.05421530960350969
HOUSING_TYPE,-0.057561491486027946,-0.03028930659426981,-0.09258811436463568,0.004610099145243195,2.919886554764162e-14,0.403163575339438,0.017992197559317268,0.08237782238498717,0.017937658201477694,0.10198945415898075
OWN_RENT,0.15515537349127373,-0.02997267076774475,0.016185396853654263,-0.01999953428760299,0.403163575339438,-1.1546319456101628e-14,0.08990980329380809,0.07822499190805227,0.0207317947932249,-0.03754733171628694
EDU,-0.36010085525248614,-0.007750313882088758,-0.0011587826446143312,0.08521135552605436,0.017992197559317268,0.08990980329380809,1.4432899320127035e-15,-0.10994891423583808,-0.08509015449711767,0.033684115612034125
PINCP_DECILE,-0.323511965991667,0.1974501824353605,-0.004437800161963518,0.08608989931447494,0.08237782238498717,0.07822499190805227,-0.10994891423583808,0.0,-0.11468087409048708,0.020574480423493767
DVET,-0.08730367191348222,0.11792344793447573,0.013480796194085737,0.019713807200664964,0.017937658201477694,0.0207317947932249,-0.08509015449711767,-0.11468087409048708,0.0,-0.023847968656833897
DEYE,0.14321803242704464,-0.006319137482049417,0.08816852034036371,-0.05421530960350969,0.10198945415898075,-0.03754733171628694,0.033684115612034125,0.020574480423493767,-0.023847968656833897,-1.5987211554602254e-14
