,NPF,count_target,count_deidentified
0,2,797.0,746
1,-1,495.0,418
2,3,488.0,483
3,4,448.0,486
4,5,284.0,338
5,6,145.0,174
6,7,35.0,99
7,8,32.0,25
8,11,0.0,22
9,13,0.0,8
