,PINCP_DECILE,count_target,count_deidentified
0,-1,427,520
1,9,389,252
2,0,291,283
3,8,273,248
4,7,270,265
5,6,213,238
6,4,207,211
7,5,190,252
8,3,183,218
9,2,174,186
10,1,107,126
