,EDU,count_target,count_deidentified
0,7,1715,2276
1,5,1590,1896
2,9,1574,1663
3,3,1096,445
4,4,817,724
5,10,550,494
6,8,539,729
7,6,400,512
8,-1,301,56
9,2,272,51
10,1,246,206
11,11,104,143
12,12,72,81
