,PINCP_DECILE,count_target,count_deidentified
0,-1,932,899
1,0,825,640
2,9,800,690
3,2,561,522
4,3,412,477
5,4,385,415
6,8,382,474
7,5,377,376
8,6,356,377
9,1,332,387
10,7,301,406
