,PINCP_DECILE,count_target,count_deidentified
0,-1,4247,3037
1,9,3308,2640
2,0,3121,2287
3,2,2301,1278
4,8,2295,1520
5,3,2062,1081
6,4,2046,1295
7,7,2012,1393
8,5,1980,1372
9,1,1951,1167
10,6,1930,1302
