,EDU,count_target,count_deidentified
0,9,4719,3840
1,7,4597,3640
2,5,3910,3003
3,10,2864,2057
4,3,2842,1808
5,4,2310,1096
6,8,1318,670
7,11,958,403
8,1,765,408
9,6,760,212
10,-1,759,542
11,12,753,217
12,2,698,476
