,NOC,count_target,count_deidentified
0,0,1519.0,1522
1,1,342.0,372
2,2,340.0,334
3,3,237.0,183
4,-1,100.0,105
5,4,60.0,49
6,5,14.0,25
7,6,0.0,1
8,7,0.0,2
9,11,0.0,1
