,NPF,count_target,count_deidentified
0,2,780.0,784
1,-1,531.0,551
2,3,426.0,465
3,4,335.0,357
4,5,335.0,262
5,6,138.0,106
6,7,35.0,34
7,8,32.0,32
8,11,0.0,2
9,13,0.0,1
