,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,DVET,DEYE
AGEP,5.551115123125783e-16,0.10409334352632854,0.11308646463136307,,-0.07453134965503214,0.03839000469692998,-0.058265422297391095,0.06257807672596205
SEX,0.10409334352632854,0.0,-0.060829815317125384,,0.09901747695399225,-0.02463109719529947,0.047081845647230496,0.03282067756960261
MSP,0.11308646463136307,-0.060829815317125384,-1.1102230246251565e-16,,0.04346082361574061,-0.1399304934439291,0.011161620251789557,-0.08616557345682926
RAC1P,,,,,,,,
HOUSING_TYPE,-0.07453134965503214,0.09901747695399225,0.04346082361574061,,3.5416114485542494e-14,-0.05736587577979174,0.008564136934318359,-0.09866645420963656
OWN_RENT,0.03839000469692998,-0.02463109719529947,-0.1399304934439291,,-0.05736587577979174,0.0,-0.022159455005236636,-0.02108328009116755
DVET,-0.058265422297391095,0.047081845647230496,0.011161620251789557,,0.008564136934318359,-0.022159455005236636,0.0,0.01572838282685036
DEYE,0.06257807672596205,0.03282067756960261,-0.08616557345682926,,-0.09866645420963656,-0.02108328009116755,0.01572838282685036,0.0
