,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,3.3306690738754696e-16,-0.044520315420011,-0.013444788125342277,0.061928941835193874,0.04975290947336728,0.05375567539429528,-0.03109820945863573,-0.02166923474897997,-0.07239796841531518,0.02571896558281575
SEX,-0.044520315420011,-6.661338147750939e-16,0.027231073507382162,-0.00553528697207067,0.050155701022487856,-0.04656377860280794,-0.06583455372192618,0.0005783461783138433,0.07632897551870997,0.0018563576104411788
MSP,-0.013444788125342277,0.027231073507382162,-2.220446049250313e-16,-0.04146806304705456,-0.014513463899901935,0.0004954881840650918,0.05593300510945265,0.05942780424202326,-0.002907286978247957,0.057258202056346796
RAC1P,0.061928941835193874,-0.00553528697207067,-0.04146806304705456,0.0,0.014281406078568443,-0.10270650631915582,0.003606913346898874,0.04906379605286312,0.030779055790115153,-0.0029401287773265236
HOUSING_TYPE,0.04975290947336728,0.050155701022487856,-0.014513463899901935,0.014281406078568443,-1.1102230246251565e-16,0.0009993977589168868,0.05446687713469584,0.15903207809231917,0.006522858825582206,0.01990985314474563
OWN_RENT,0.05375567539429528,-0.04656377860280794,0.0004954881840650918,-0.10270650631915582,0.0009993977589168868,3.774758283725532e-15,0.001469752661167563,-0.04411772393840427,0.010783223685761617,0.017956983176759804
EDU,-0.03109820945863573,-0.06583455372192618,0.05593300510945265,0.003606913346898874,0.05446687713469584,0.001469752661167563,1.2212453270876722e-15,-0.002490558714227986,-0.031310747588177194,-0.039225330624087305
PINCP_DECILE,-0.02166923474897997,0.0005783461783138433,0.05942780424202326,0.04906379605286312,0.15903207809231917,-0.04411772393840427,-0.002490558714227986,-3.6637359812630166e-15,-0.06647758716167204,-0.04541349048093081
DVET,-0.07239796841531518,0.07632897551870997,-0.002907286978247957,0.030779055790115153,0.006522858825582206,0.010783223685761617,-0.031310747588177194,-0.06647758716167204,-1.4432899320127035e-15,0.03196706814925958
DEYE,0.02571896558281575,0.0018563576104411788,0.057258202056346796,-0.0029401287773265236,0.01990985314474563,0.017956983176759804,-0.039225330624087305,-0.04541349048093081,0.03196706814925958,2.55351295663786e-15
