,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP_CAT,EDU,PINCP_DECILE,DVET,DREM,DPHY,DEYE,DEAR
PUMA,-3.3306690738754696e-16,-0.010388297255934584,,-0.22398156030586672,0.11828918276910962,0.24194723091950568,0.07194759648787521,0.05645090333931118,0.0421363971382375,-0.14005293522337658,-3.3306690738754696e-16,-0.006220589824695259,-0.12028385415318654,-0.15722890410139553,0.19656817690631798,,-0.1762501119546717,-0.3343141132866417,-0.2360149395153592
AGEP,-0.010388297255934584,4.440892098500626e-16,,-0.3286560068839073,-0.02234557929480574,0.1251803395237892,0.02878873688756567,-0.09990453886922779,0.2509526391760287,-0.25839427552459127,-0.010388297255934584,-0.23663921841312896,-0.3737809598203204,-0.15317576707971042,0.12723618260594155,,-0.7067509923205464,0.22490007292851677,-0.028550578459622084
SEX,,,,,,,,,,,,,,,,,,,
MSP,-0.22398156030586672,-0.3286560068839073,,-2.220446049250313e-16,0.08866377840159156,0.07930569222678743,0.15659233979213305,0.03518879191993035,0.05136658498623389,-0.037374963520912116,-0.22398156030586672,-0.1350827891931489,-0.30148420791731595,-0.23414482898640052,-0.15325386125491994,,0.19087769157755669,-0.16634110683472325,0.13997539322938346
HISP,0.11828918276910962,-0.02234557929480574,,0.08866377840159156,0.0,0.6448652857633077,-0.04478660034019532,-0.11191466761712768,0.03852094734686967,-0.02043413646232318,0.11828918276910962,-0.09708392198924096,-0.05848551394422223,-0.11373619593971006,-0.07730202311368675,,0.027316364892485012,-0.2666735267215822,-0.17404570254934532
RAC1P,0.24194723091950568,0.1251803395237892,,0.07930569222678743,0.6448652857633077,0.0,-0.1806685539861745,-0.1886742718166584,0.08163865532247631,-0.14013977397111022,0.24194723091950568,-0.09957000699280397,-0.02613018350574311,-0.08723003407913836,0.0577934277587209,,-0.055076804874849165,-0.2646573818110597,-0.3388035029284921
NOC,0.07194759648787521,0.02878873688756567,,0.15659233979213305,-0.04478660034019532,-0.1806685539861745,2.3314683517128287e-15,-0.01114147364080642,-0.4684054807646425,0.655440668179662,0.07194759648787521,0.3709760209924058,0.474481591195753,0.3038836113434911,-0.09393810161058502,,0.3757351786061822,-0.029250676297858894,-0.18872962760315687
NPF,0.05645090333931118,-0.09990453886922779,,0.03518879191993035,-0.11191466761712768,-0.1886742718166584,-0.01114147364080642,0.0,-0.2216285130263087,0.38814958857937465,0.05645090333931118,0.20587981894445923,0.3262644301458224,0.25873709863733807,-0.12484550195068246,,0.25214659668706696,0.07283597284521576,-0.10747130321349899
HOUSING_TYPE,0.0421363971382375,0.2509526391760287,,0.05136658498623389,0.03852094734686967,0.08163865532247631,-0.4684054807646425,-0.2216285130263087,3.3306690738754696e-15,-0.2748532462221529,0.0421363971382375,-0.23238429176372777,-0.30161470304861376,0.0055212435024613316,0.050906838324634995,,0.004656890917586063,0.08029474396177379,0.15181524741200025
OWN_RENT,-0.14005293522337658,-0.25839427552459127,,-0.037374963520912116,-0.02043413646232318,-0.14013977397111022,0.655440668179662,0.38814958857937465,-0.2748532462221529,1.2212453270876722e-15,-0.14005293522337658,0.28218754794504985,0.30317948802566896,0.09942680320035846,-0.11526190785032271,,0.2040207904587081,-0.1372549810358441,-0.19957151142717072
DENSITY,-3.3306690738754696e-16,-0.010388297255934584,,-0.22398156030586672,0.11828918276910962,0.24194723091950568,0.07194759648787521,0.05645090333931118,0.0421363971382375,-0.14005293522337658,-3.3306690738754696e-16,-0.006220589824695259,-0.12028385415318654,-0.15722890410139553,0.19656817690631798,,-0.1762501119546717,-0.3343141132866417,-0.2360149395153592
INDP_CAT,-0.006220589824695259,-0.23663921841312896,,-0.1350827891931489,-0.09708392198924096,-0.09957000699280397,0.3709760209924058,0.20587981894445923,-0.23238429176372777,0.28218754794504985,-0.006220589824695259,0.0,-0.24682985187436535,-0.03192375702613148,-0.1447414932567521,,-0.16247053797685868,-0.05661501158194014,-0.2260177135085833
EDU,-0.12028385415318654,-0.3737809598203204,,-0.30148420791731595,-0.05848551394422223,-0.02613018350574311,0.474481591195753,0.3262644301458224,-0.30161470304861376,0.30317948802566896,-0.12028385415318654,-0.24682985187436535,2.1094237467877974e-15,-0.23870721004182138,-0.15101113350231005,,-0.41064387810933406,-0.09329567381415364,-0.06615319866482283
PINCP_DECILE,-0.15722890410139553,-0.15317576707971042,,-0.23414482898640052,-0.11373619593971006,-0.08723003407913836,0.3038836113434911,0.25873709863733807,0.0055212435024613316,0.09942680320035846,-0.15722890410139553,-0.03192375702613148,-0.23870721004182138,5.551115123125783e-16,-0.2064679776175981,,-0.224327081012189,0.03012597461076485,-0.11072113689133306
DVET,0.19656817690631798,0.12723618260594155,,-0.15325386125491994,-0.07730202311368675,0.0577934277587209,-0.09393810161058502,-0.12484550195068246,0.050906838324634995,-0.11526190785032271,0.19656817690631798,-0.1447414932567521,-0.15101113350231005,-0.2064679776175981,1.1102230246251565e-15,,-0.27051695530612274,0.036335995452840386,0.08842740949863512
DREM,,,,,,,,,,,,,,,,,,,
DPHY,-0.1762501119546717,-0.7067509923205464,,0.19087769157755669,0.027316364892485012,-0.055076804874849165,0.3757351786061822,0.25214659668706696,0.004656890917586063,0.2040207904587081,-0.1762501119546717,-0.16247053797685868,-0.41064387810933406,-0.224327081012189,-0.27051695530612274,,-2.220446049250313e-16,-0.20404317371091202,0.1548961869092766
DEYE,-0.3343141132866417,0.22490007292851677,,-0.16634110683472325,-0.2666735267215822,-0.2646573818110597,-0.029250676297858894,0.07283597284521576,0.08029474396177379,-0.1372549810358441,-0.3343141132866417,-0.05661501158194014,-0.09329567381415364,0.03012597461076485,0.036335995452840386,,-0.20404317371091202,5.10702591327572e-15,-0.055076862980325506
DEAR,-0.2360149395153592,-0.028550578459622084,,0.13997539322938346,-0.17404570254934532,-0.3388035029284921,-0.18872962760315687,-0.10747130321349899,0.15181524741200025,-0.19957151142717072,-0.2360149395153592,-0.2260177135085833,-0.06615319866482283,-0.11072113689133306,0.08842740949863512,,0.1548961869092766,-0.055076862980325506,0.0
