,Sub-Sample Size,Sub-Sample K-Marginal Score,Deidentified Data K-marginal score,Absolute Diff. From Deidentified Data K-marginal Score
0,1%,589,941,352
1,5%,792,941,149
2,10%,862,941,79
3,20%,904,941,37
4,30%,926,941,15
5,40%,941,941,0
6,50%,950,941,9
7,60%,960,941,19
8,70%,967,941,26
9,80%,976,941,35
10,90%,984,941,43
