,PINCP,count_target,count_deidentified
0,-1,1682,1681
1,1,978,984
2,19,398,576
3,7,392,366
4,12,388,445
5,4,388,334
6,5,388,263
7,15,387,380
8,17,386,426
9,11,385,453
10,8,380,349
11,9,375,362
12,10,374,375
13,14,373,352
14,13,371,398
15,16,371,432
16,3,369,351
17,6,366,339
18,18,365,326
19,2,148,72
20,0,12,12
