,PINCP,count_target,count_deidentified
0,-1,1120,1017
1,0,578,583
2,10,387,405
3,4,354,335
4,13,353,336
5,15,348,362
6,8,345,333
7,2,328,297
8,7,328,329
9,19,327,348
10,6,326,288
11,12,326,326
12,17,326,393
13,16,325,358
14,18,325,362
15,3,323,330
16,5,298,276
17,9,295,305
18,14,276,284
19,11,273,290
20,1,73,79
