,PINCP_DECILE,count_target,count_deidentified
0,-1,1120,1017
1,9,869,970
2,8,782,853
3,7,733,716
4,6,678,694
5,4,593,579
6,0,591,607
7,1,591,561
8,2,570,543
9,3,557,509
10,5,550,587
