,INDP,count_target,count_deidentified
3,1070,5,0.0
47,1080,1,0.0
34,1090,2,0.0
41,1170,1,0.0
5,1180,12,0.0
31,1190,1,1.0
18,1270,5,0.0
9,1280,10,0.0
46,1290,1,0.0
39,1370,4,0.0
40,1590,1,0.0
13,1691,5,0.0
43,1790,2,0.0
35,1870,5,0.0
49,1880,1,0.0
22,1990,10,0.0
7,2090,2,0.0
45,2170,1,0.0
42,2180,1,0.0
28,2190,9,0.0
23,2280,3,0.0
20,2290,6,0.0
12,2370,12,0.0
32,2380,8,0.0
19,2390,2,0.0
38,2490,1,0.0
21,2570,1,0.0
15,2590,1,0.0
10,2670,6,0.0
44,2680,1,0.0
1,2770,3,0.0
4,2870,5,0.0
6,2880,3,0.0
50,2890,2,0.0
16,2980,2,0.0
37,3070,6,0.0
27,3170,1,0.0
0,3291,11,0.0
25,3365,3,0.0
17,3370,2,0.0
29,3390,8,0.0
48,3470,1,0.0
26,3490,8,0.0
2,3570,23,0.0
14,3580,6,0.0
33,3875,7,0.0
36,3895,4,2.0
8,3960,10,0.0
30,3970,4,0.0
24,3980,6,0.0
11,3990,10,1.0
