,feature,divergence
1,AGEP,6.878221539511863
22,PWGTP,6.5962428774928785
23,WGTP,6.109592529711375
14,PINCP,3.876258773268233
16,POVPIP,3.71343380886639
15,PINCP_DECILE,3.6847701149425287
13,EDU,2.6523912521028596
11,INDP,1.1713223070934065
2,SEX,1.051643192488263
12,INDP_CAT,0.9417597794752015
9,OWN_RENT,0.7869258358253445
0,PUMA,0.7144590004852015
3,MSP,0.6310946522721568
6,NOC,0.6016355027994659
5,RAC1P,0.5708061402702455
7,NPF,0.48493965487429547
19,DPHY,0.4799128744499195
8,HOUSING_TYPE,0.36524973863970844
21,DEAR,0.23396660151700813
10,DENSITY,0.18132854578096944
18,DREM,0.14689625850340138
20,DEYE,0.11769960599817142
17,DVET,0.05567995666878038
4,HISP,0.05270487807875215
