,RAC1P,count_target,count_deidentified
0,1,2365,93.0
1,2,2322,138.0
2,6,473,10.0
3,9,147,1.0
4,8,67,0.0
5,3,9,2.0
6,7,7,0.0
7,5,5,0.0
