,NOC,count_target,count_deidentified
0,0,16052,15959
1,2,3661,3718
2,1,3128,3093
3,-1,1818,1805
4,3,1764,1762
5,4,517,503
6,5,221,247
7,6,51,67
8,7,29,62
9,9,12,37
