,PINCP_DECILE,count_target,count_deidentified
0,-1,1120,1119
1,9,869,884
2,8,782,778
3,7,733,754
4,6,678,659
5,4,593,581
6,0,591,574
7,1,591,591
8,2,570,581
9,3,557,570
10,5,550,543
