,PINCP,count_target,count_deidentified
0,-1,385,350
1,0,201,187
2,10,142,172
3,13,126,153
4,15,122,115
5,4,122,104
6,8,116,121
7,16,116,132
8,9,116,96
9,7,116,117
10,11,111,122
11,14,110,92
12,12,109,130
13,17,108,113
14,5,102,93
15,6,95,143
16,2,95,94
17,19,88,94
18,18,86,75
19,3,81,76
20,1,21,14
