,NOC,count_target,count_deidentified
0,0,3627.0,4809
1,1,632.0,1457
2,2,628.0,856
3,-1,418.0,116
4,3,306.0,430
5,4,73.0,146
6,5,20.0,118
7,7,8.0,47
8,6,0.0,56
9,9,0.0,53
