,feature,divergence
22,PWGTP,1.5196641386782228
1,AGEP,1.0074821120933564
23,WGTP,0.9940147677316198
14,PINCP,0.29902928667972073
15,PINCP_DECILE,0.287155754650552
11,INDP,0.2618510377216912
13,EDU,0.2052199501179092
7,NPF,0.12143392405570878
12,INDP_CAT,0.08623992513926038
0,PUMA,0.08547678734526509
6,NOC,0.05880111144805381
16,POVPIP,0.04882572663813482
3,MSP,0.04859712631440197
5,RAC1P,0.0448691360016929
10,DENSITY,0.041988265275729464
4,HISP,0.04089306878254348
2,SEX,0.02009670564655197
19,DPHY,0.01459409001537866
18,DREM,0.009611383901588194
17,DVET,0.004437002714241445
8,HOUSING_TYPE,0.002766571379542197
21,DEAR,0.0014144807004241242
9,OWN_RENT,0.0014129745404676854
20,DEYE,0.0006793896215984384
