,NPF,count_target,count_deidentified
0,-1,8043,8032
1,2,6625,6584
2,4,4317,4288
3,3,4213,4206
4,5,2300,2233
5,6,1000,1002
6,7,346,345
7,8,235,265
8,9,75,87
9,10,41,110
10,12,36,48
11,11,22,53
