,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,1.1102230246251565e-16,0.014586817887303469,0.006175682306505812,-0.006500519350091043,-0.006225898295805113,0.011288002430946823,0.0026438528842369397,0.007034253255986694,-0.0026165133134873966,0.0031721741841100985
AGEP,0.01458681788730347,0.0,-0.012937077837039124,-0.020178937290779048,0.07547102586497996,0.045955803189047836,0.046312480230647046,0.09698825035513792,0.041209704195728,-0.04564322963781692
SEX,0.006175682306505812,-0.012937077837039117,-2.220446049250313e-16,0.004905850589872158,-0.008322160312612905,-0.02542627360228194,0.010761940268753276,0.01855697675233382,0.004205404152427669,0.00015305559109229927
MSP,-0.006500519350091043,-0.020178937290779075,0.004905850589872161,-1.1102230246251565e-16,-0.010756901202217142,-0.0023181277305220627,-0.0008970079839787926,0.0030710998514271726,-0.00010330108628862043,-0.009670443630334646
HISP,-0.0062258982958051145,0.07547102586497995,-0.008322160312612905,-0.010756901202217142,1.1102230246251565e-16,-0.00862994683405087,-0.028874842127040168,0.011817611061823385,-0.005006902983127753,0.016506166358631127
RAC1P,0.011288002430946823,0.04595580318904782,-0.025426273602281932,-0.0023181277305220557,-0.00862994683405087,0.0,-0.026993749835576262,-0.04126076881889292,-0.02316328428636995,0.026430264761526205
NOC,0.0026438528842369397,0.04631248023064699,0.010761940268753276,-0.0008970079839787926,-0.028874842127040196,-0.02699374983557627,2.220446049250313e-16,-0.04160421962020233,-0.012566007199401402,-0.023985958976890265
NPF,0.007034253255986691,0.09698825035513792,0.01855697675233382,0.003071099851427117,0.011817611061823385,-0.041260768818892915,-0.04160421962020233,1.1102230246251565e-16,-0.007710353820131514,0.0031791156475484694
OWN_RENT,-0.0026165133134874,0.04120970419572799,0.004205404152427669,-0.00010330108628862043,-0.005006902983127753,-0.023163284286369944,-0.012566007199401402,-0.007710353820131513,-1.1102230246251565e-16,-0.005649275322775267
PINCP_DECILE,0.0031721741841100985,-0.04564322963781686,0.00015305559109229927,-0.009670443630334702,0.016506166358631127,0.02643026476152622,-0.02398595897689021,0.0031791156475484694,-0.00564927532277526,-1.1102230246251565e-16
