,RAC1P,count_target,count_deidentified
0,1,6658,6658.0
1,6,570,572.0
2,2,180,187.0
3,9,152,154.0
4,8,68,54.0
5,3,3,0.0
6,7,2,9.0
7,5,1,0.0
