,RAC1P,count_target,count_deidentified
0,1,2330,2257.0
1,2,126,196.0
2,6,102,71.0
3,9,77,63.0
4,8,72,86.0
5,3,10,0.0
6,5,5,0.0
7,7,2,0.0
