,AGEP,count_target,count_deidentified
0,14,177,155
1,17,164,124
2,15,154,146
3,9,149,132
4,13,146,96
5,11,145,146
6,4,142,125
7,6,141,128
8,19,136,119
9,18,136,159
10,12,135,150
11,7,129,144
12,0,128,123
13,5,128,144
14,10,128,124
15,8,127,165
16,2,126,177
17,16,124,109
18,1,105,104
19,3,104,103
