,NPF,count_target,count_deidentified
0,2,797.0,715
1,-1,495.0,379
2,3,488.0,515
3,4,448.0,448
4,5,284.0,313
5,6,145.0,175
6,7,35.0,82
7,8,32.0,21
8,11,0.0,13
9,13,0.0,12
