,PINCP_DECILE,count_target,count_deidentified
0,-1,1120,1109
1,9,869,892
2,8,782,762
3,7,733,818
4,6,678,688
5,4,593,564
6,0,591,542
7,1,591,563
8,2,570,538
9,3,557,506
10,5,550,542
