,WGTP,count_target,count_deidentified
0,0,473,453
1,3,435,419
2,11,418,397
3,14,416,414
4,16,408,389
5,5,399,425
6,4,389,439
7,8,388,433
8,7,386,383
9,19,381,381
10,18,380,352
11,17,377,345
12,9,374,360
13,12,371,348
14,15,360,351
15,10,356,362
16,6,353,345
17,2,345,341
18,13,341,319
19,1,284,268
