,INDP_CAT,count_target,count_deidentified
0,-1,1011,1075
1,10,188,168
2,6,167,170
3,4,167,186
4,11,162,159
5,14,157,151
6,12,133,148
7,9,113,99
8,3,100,115
9,15,99,75
10,7,96,116
11,5,64,37
12,16,53,65
13,13,27,24
14,8,20,49
15,1,20,35
16,17,15,21
17,18,11,7
18,0,5,12
19,2,4,21
