,RAC1P,count_target,count_deidentified
0,1,2067.0,2306
1,2,279.0,181
2,8,102.0,70
3,9,79.0,79
4,6,75.0,67
5,3,6.0,7
6,7,4.0,17
7,5,0.0,6
