,EDU,count_target,count_deidentified
0,9,509,436
1,7,477,483
2,5,412,485
3,3,270,306
4,4,220,263
5,10,177,164
6,8,153,147
7,6,120,127
8,-1,82,94
9,1,64,63
10,2,53,104
11,11,47,41
12,12,28,20
