,PINCP_DECILE,count_target,count_deidentified
0,-1,785,810
1,0,684,692
2,9,609,597
3,2,581,588
4,3,499,520
5,4,471,456
6,5,440,403
7,8,429,436
8,7,413,413
9,6,408,410
10,1,377,379
