,POVPIP,count_target,count_deidentified
0,16,1426,1880
1,3,407,326
2,-1,383,369
3,0,379,289
4,2,368,302
5,5,341,290
6,4,338,258
7,6,334,287
8,1,330,316
9,8,319,304
10,7,281,242
11,9,248,240
12,10,243,283
13,11,241,250
14,12,58,68
