,INDP_CAT,count_target,count_deidentified
0,-1,2298,2298
1,10,543,555
2,14,456,359
3,11,435,344
4,6,341,298
5,12,318,347
6,4,226,207
7,9,204,183
8,3,193,195
9,15,136,165
10,7,118,135
11,8,111,79
12,16,104,211
13,13,77,105
14,5,44,46
15,18,39,42
16,0,23,60
17,2,21,21
18,17,6,23
19,1,3,31
