,AGEP,count_target,count_deidentified
0,6,420,333
1,7,383,344
2,3,358,422
3,4,344,282
4,8,316,293
5,12,309,313
6,19,302,312
7,17,301,330
8,5,288,258
9,15,287,329
10,0,274,309
11,9,260,250
12,13,257,301
13,11,249,258
14,1,241,263
15,18,236,277
16,2,225,199
17,14,219,218
18,16,219,217
19,10,208,196
