,INDP_CAT,count_target,count_deidentified
0,-1,10929,10842
1,10,2678,2649
2,11,1818,1799
3,12,1632,1633
4,14,1572,1553
5,6,1381,1394
6,16,1113,1114
7,4,964,965
8,9,957,962
9,15,821,840
10,3,774,815
11,7,657,652
12,13,423,473
13,8,414,413
14,0,392,377
15,5,225,246
16,1,157,155
17,18,152,164
18,17,101,108
19,2,93,99
