,Sub-Sample Size,Sub-Sample K-Marginal Score,Deidentified Data K-marginal score,Absolute Diff. From Deidentified Data K-marginal Score
0,1%,854,988,134
1,5%,935,988,53
2,10%,955,988,33
3,20%,968,988,20
4,30%,976,988,12
5,40%,979,988,9
6,50%,983,988,5
7,60%,986,988,2
8,70%,989,988,1
9,80%,993,988,5
10,90%,994,988,6
