,EDU,count_target,count_deidentified
0,9,484,490
1,7,456,455
2,5,399,400
3,3,306,292
4,4,212,207
5,10,152,171
6,8,147,157
7,6,115,129
8,-1,94,94
9,2,80,68
10,1,64,51
11,11,36,40
12,12,22,25
