,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,-1.6653345369377348e-15,0.0030701044276757114,-0.0469096011437409,-0.01529759530281774,-0.18124605445222564,0.14283550744722648,-0.0192099079741177,-0.008243782888764262,0.011635642095606136,-0.04501026157971816
SEX,0.0030701044276757114,-1.965094753586527e-14,0.06120760347147676,-0.006840076029997851,0.04117634322449745,-0.0034947290300193796,-0.06398754432637085,0.017878997629156873,0.009055470258042791,-0.01417224905303964
MSP,-0.0469096011437409,0.06120760347147676,0.0,0.042303295102383814,0.05058178058020257,-0.0380656442148334,-0.05552506853543615,-0.05097407866709248,0.00388073380347375,-0.00027982035359779
RAC1P,-0.01529759530281774,-0.006840076029997851,0.042303295102383814,-1.099120794378905e-14,0.06202261806493236,-0.05417450447561899,0.009131753230075243,0.007986854309682795,-0.024973833604178354,-0.013180858522125603
HOUSING_TYPE,-0.18124605445222564,0.04117634322449745,0.05058178058020257,0.06202261806493236,-8.770761894538737e-15,-0.029014544205066217,-0.014954986810030324,-0.015342266854202674,-0.01594970166426109,0.08085795936825457
OWN_RENT,0.14283550744722648,-0.0034947290300193796,-0.0380656442148334,-0.05417450447561899,-0.029014544205066217,0.0,-0.022297433557739915,-0.01029642736523833,0.020862949806654103,-0.10437169737864527
EDU,-0.0192099079741177,-0.06398754432637085,-0.05552506853543615,0.009131753230075243,-0.014954986810030324,-0.022297433557739915,-3.552713678800501e-15,-0.014988955118037217,-0.0014917512375921572,0.041623558356115725
PINCP_DECILE,-0.008243782888764262,0.017878997629156873,-0.05097407866709248,0.007986854309682795,-0.015342266854202674,-0.01029642736523833,-0.014988955118037217,-4.773959005888173e-15,-0.0321410727553718,0.01566278268085989
DVET,0.011635642095606136,0.009055470258042791,0.00388073380347375,-0.024973833604178354,-0.01594970166426109,0.020862949806654103,-0.0014917512375921572,-0.0321410727553718,-5.662137425588298e-15,0.016546742711699182
DEYE,-0.04501026157971816,-0.01417224905303964,-0.00027982035359779,-0.013180858522125603,0.08085795936825457,-0.10437169737864527,0.041623558356115725,0.01566278268085989,0.016546742711699182,-3.9968028886505635e-15
