,POVPIP,count_target,count_deidentified
0,13,1505,704
1,6,156,72
2,4,139,61
3,2,136,71
4,3,133,71
5,5,129,53
6,7,109,48
7,-1,92,25
8,0,85,68
9,1,84,53
