,AGEP,count_target,count_deidentified
0,13,167,103
1,3,146,80
2,0,144,11
3,10,141,95
4,18,140,66
5,6,138,57
6,19,134,48
7,9,132,62
8,1,132,86
9,11,132,47
10,17,130,59
11,8,129,67
12,16,128,82
13,14,126,58
14,5,121,70
15,15,120,43
16,12,119,60
17,2,109,55
18,7,108,44
19,4,72,33
