,RAC1P,count_target,count_deidentified
0,1,15094,387.0
1,2,7161,293.0
2,6,2211,27.0
3,8,904,23.0
4,3,877,22.0
5,9,876,13.0
6,5,97,3.0
7,7,31,1.0
8,4,2,0.0
