,feature,divergence
23,WGTP,11.202471725005012
22,PWGTP,9.219682683362251
1,AGEP,8.806125104668793
16,POVPIP,4.38311916222566
0,PUMA,4.343158577533577
14,PINCP,3.2062581990648864
15,PINCP_DECILE,3.0738639039321876
13,EDU,2.4371335734972104
7,NPF,1.326750085582221
11,INDP,1.1544408077396153
2,SEX,1.05751960085531
12,INDP_CAT,1.0260835203489
3,MSP,0.9466165627850411
9,OWN_RENT,0.827044327496675
10,DENSITY,0.6901329467118942
6,NOC,0.6329436548308067
19,DPHY,0.5899352110556473
5,RAC1P,0.38754126166805164
8,HOUSING_TYPE,0.2871809316479823
21,DEAR,0.23623337000470193
20,DEYE,0.16185222890831052
18,DREM,0.1178883465277493
17,DVET,0.09357806848997871
4,HISP,0.018382823341251735
