,PUMA,count_target,count_deidentified
0,8,2496,27
1,16,2298,62
2,12,1978,53
3,5,1574,61
4,19,1570,20
5,2,1547,28
6,7,1374,56
7,13,1365,52
8,3,1326,32
9,18,1269,20
10,17,1250,43
11,4,1231,63
12,10,1185,31
13,15,1154,26
14,1,1051,31
15,9,1028,13
16,11,1002,57
17,14,963,31
18,6,855,26
19,0,737,37
