,WGTP,count_target,count_deidentified
0,0,1818,203
1,9,1537,30
2,5,1475,39
3,3,1446,38
4,6,1415,20
5,17,1390,49
6,16,1375,43
7,14,1374,19
8,12,1363,20
9,2,1362,21
10,13,1362,24
11,18,1358,38
12,10,1354,31
13,19,1354,44
14,8,1331,30
15,15,1310,25
16,11,1306,30
17,4,1225,33
18,7,1202,16
19,1,896,16
