,INDP_CAT,count_target,count_deidentified
0,-1,2081,2048.0
1,10,529,538.0
2,14,438,433.0
3,11,364,368.0
4,6,296,294.0
5,12,274,267.0
6,9,196,188.0
7,4,193,167.0
8,3,168,187.0
9,15,136,161.0
10,7,118,131.0
11,8,109,87.0
12,13,81,82.0
13,16,75,89.0
14,5,34,48.0
15,18,33,39.0
16,2,8,3.0
17,0,5,9.0
18,17,5,10.0
19,1,1,0.0
