,POVPIP,count_target,count_deidentified
0,16,3401,3471
1,3,467,444
2,7,460,491
3,10,460,468
4,8,459,452
5,2,457,462
6,0,454,451
7,11,451,472
8,1,450,442
9,4,448,433
10,5,447,449
11,9,447,408
12,6,445,424
13,12,231,227
14,-1,199,182
