,WGTP,count_target,count_deidentified
0,7,541,564
1,12,487,468
2,11,483,473
3,4,479,513
4,0,475,462
5,5,472,460
6,9,472,449
7,2,468,538
8,18,467,462
9,17,467,460
10,19,463,436
11,16,462,448
12,13,459,421
13,1,458,443
14,14,458,485
15,6,451,475
16,15,449,484
17,8,434,418
18,10,424,398
19,3,407,419
