,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET
SEX,0.0,0.0052348270992362955,-0.0072743787073222994,0.005299788455192883,-0.0012812430494996488,0.0018768654258567684,0.002978322618729587,0.08348556858850395
MSP,0.0052348270992362955,-2.220446049250313e-16,-0.00223116343415361,-0.0056832979915582005,-0.0022886320064244917,-0.002780323321599526,-0.007974514870331129,0.002659369146954556
RAC1P,-0.007274378707322301,-0.00223116343415361,0.0,0.0003984219304245455,-0.000774079070367889,0.01258672549870224,0.0009509136769207671,0.006479145988303596
HOUSING_TYPE,0.005299788455192876,-0.0056832979915582005,0.00039842193042454507,-1.1102230246251565e-16,0.03540009772121688,-0.008911571973357048,0.02368991692034675,0.019426051756829127
OWN_RENT,-0.0012812430494996488,-0.0022886320064244986,-0.0007740790703679168,0.03540009772121683,1.1102230246251565e-16,0.0032143737607025213,-0.016682063449989543,0.005320585267281533
EDU,0.0018768654258567684,-0.002780323321599526,0.012586725498702211,-0.008911571973357048,0.0032143737607025213,0.0,-0.008308104434405217,-0.03308073645060383
PINCP_DECILE,0.002978322618729587,-0.007974514870331129,0.0009509136769207949,0.023689916920346762,-0.01668206344998954,-0.008308104434405217,0.0,-0.057847006075970264
DVET,0.08348556858850396,0.002659369146954556,0.006479145988303592,0.019426051756829127,0.005320585267281534,-0.03308073645060384,-0.057847006075970264,-1.1102230246251565e-16
