,WGTP,count_target,count_deidentified
0,18,474.0,470
1,0,440.0,440
2,17,376.0,358
3,19,373.0,338
4,16,364.0,378
5,5,259.0,258
6,15,252.0,278
7,13,251.0,239
8,11,244.0,250
9,14,241.0,222
10,12,231.0,248
11,10,229.0,196
12,9,216.0,229
13,4,174.0,168
14,8,159.0,164
15,3,152.0,133
16,6,147.0,176
17,7,102.0,103
18,2,27.0,22
19,1,0.0,7
