,NPF,count_target,count_deidentified
0,-1,1424,1450
1,2,1058,1017
2,3,845,834
3,4,648,656
4,5,408,368
5,6,201,216
6,7,49,61
7,8,48,50
8,9,18,15
9,12,12,10
