,Sub-Sample Size,Sub-Sample K-Marginal Score,Deidentified Data K-marginal score,Absolute Diff. From Deidentified Data K-marginal Score
0,1%,568,906,338
1,5%,763,906,143
2,10%,812,906,94
3,20%,874,906,32
4,30%,905,906,1
5,40%,924,906,18
6,50%,938,906,32
7,60%,950,906,44
8,70%,959,906,53
9,80%,969,906,63
10,90%,980,906,74
