,PUMA,count_target,count_deidentified
0,8,2496,2496
1,16,2298,2303
2,12,1978,1974
3,5,1574,1572
4,19,1570,1568
5,2,1547,1542
6,7,1374,1370
7,13,1365,1361
8,3,1326,1331
9,18,1269,1275
10,17,1250,1251
11,4,1231,1230
12,10,1185,1183
13,15,1154,1150
14,1,1051,1047
15,9,1028,1032
16,11,1002,996
17,14,963,972
18,6,855,858
19,0,737,742
