,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,3.3306690738754696e-16,-0.01108554111911434,-0.031075842929484593,-0.04720310735846714,-0.0110703467178319,-0.009619593244729024,0.016438077073905766,0.008861013367871817,0.0078659412452447,-0.0004219453338553947
SEX,-0.01108554111911434,0.0,0.0926857645368755,0.030922295457019244,0.05370584629671363,-0.011275521640850434,-0.0448161846104456,-0.018340163480850852,-0.010061182665578997,-0.1293733705000299
MSP,-0.031075842929484593,0.0926857645368755,-5.88418203051333e-15,0.002346365017904855,-0.023336153619551186,0.007014406531921667,-0.03315556116595886,-0.03644934944884462,-0.014151142166245734,-0.019499906974989635
RAC1P,-0.04720310735846714,0.030922295457019244,0.002346365017904855,-1.354472090042691e-14,0.03270948709750527,-0.01015266238127491,-0.015536171182084516,-0.02907805780365119,-0.023654457669625435,0.014661233251914652
HOUSING_TYPE,-0.0110703467178319,0.05370584629671363,-0.023336153619551186,0.03270948709750527,2.6201263381153694e-14,-0.033713034159123745,-0.012325550923330826,-0.003313135605512413,-0.001794459344989726,0.11760986119146465
OWN_RENT,-0.009619593244729024,-0.011275521640850434,0.007014406531921667,-0.01015266238127491,-0.033713034159123745,0.0,-0.005427328240539042,-0.0072463145854116395,-0.014424354626532979,-0.05204793855671374
EDU,0.016438077073905766,-0.0448161846104456,-0.03315556116595886,-0.015536171182084516,-0.012325550923330826,-0.005427328240539042,4.107825191113079e-15,0.009457310577825506,0.018562240925028728,0.004375347845742282
PINCP_DECILE,0.008861013367871817,-0.018340163480850852,-0.03644934944884462,-0.02907805780365119,-0.003313135605512413,-0.0072463145854116395,0.009457310577825506,-3.6637359812630166e-15,0.01674863817420233,0.010075309272309091
DVET,0.0078659412452447,-0.010061182665578997,-0.014151142166245734,-0.023654457669625435,-0.001794459344989726,-0.014424354626532979,0.018562240925028728,0.01674863817420233,0.0,0.02359344904107728
DEYE,-0.0004219453338553947,-0.1293733705000299,-0.019499906974989635,0.014661233251914652,0.11760986119146465,-0.05204793855671374,0.004375347845742282,0.010075309272309091,0.02359344904107728,-2.4202861936828413e-14
